ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Cleanliness,Food and Drink,Baggage Handling,Satisfaction
265,Female,49,Returning,Business,Business,825,0,0.0,4,4,3,4,5,4,5,4,Satisfied
266,Male,44,Returning,Business,Business,2770,0,0.0,3,5,2,3,4,3,4,3,Satisfied
267,Female,40,Returning,Business,Business,2026,0,0.0,3,4,1,4,5,3,3,4,Satisfied
268,Male,20,First-time,Business,Economy,802,35,18.0,2,3,4,2,3,3,3,3,Neutral or Dissatisfied
269,Female,55,Returning,Business,Business,802,165,167.0,4,4,5,5,4,4,5,5,Satisfied
270,Female,59,Returning,Business,Business,802,0,14.0,5,5,2,4,5,4,2,4,Satisfied
271,Male,35,First-time,Business,Business,802,0,2.0,3,1,3,4,4,4,4,3,Neutral or Dissatisfied
272,Male,43,Returning,Business,Business,802,0,0.0,3,2,1,3,2,3,2,3,Neutral or Dissatisfied
273,Male,53,Returning,Business,Business,3357,0,0.0,3,3,2,2,3,1,5,2,Neutral or Dissatisfied
274,Female,27,First-time,Business,Business,802,0,0.0,3,3,4,3,1,1,1,3,Neutral or Dissatisfied
275,Female,29,Returning,Business,Business,3044,0,0.0,3,5,3,3,4,4,4,5,Satisfied
276,Female,43,First-time,Business,Economy,402,0,0.0,5,3,1,4,2,2,2,4,Neutral or Dissatisfied
277,Male,40,Returning,Business,Business,402,0,0.0,2,3,3,5,3,5,5,5,Satisfied
278,Female,16,Returning,Personal,Economy,802,0,0.0,4,1,4,3,4,4,4,3,Neutral or Dissatisfied
279,Female,23,Returning,Personal,Economy,825,0,0.0,3,3,4,4,1,1,1,4,Neutral or Dissatisfied
280,Male,44,Returning,Personal,Economy,825,0,0.0,4,4,3,4,3,3,3,5,Satisfied
281,Male,51,Returning,Personal,Economy,825,0,0.0,4,3,1,3,5,5,5,5,Neutral or Dissatisfied
282,Male,25,Returning,Personal,Economy,825,0,0.0,5,4,4,3,4,4,4,5,Satisfied
283,Male,40,First-time,Business,Business,802,11,4.0,4,4,1,3,2,2,2,4,Satisfied
284,Female,17,First-time,Business,Economy,802,0,0.0,4,4,5,4,4,4,4,5,Satisfied
285,Female,45,Returning,Business,Business,825,2,0.0,1,4,5,1,4,2,3,1,Neutral or Dissatisfied
286,Female,41,Returning,Business,Business,802,0,0.0,4,4,3,5,5,4,2,5,Satisfied
287,Male,55,Returning,Business,Business,3433,0,0.0,4,4,5,5,5,4,5,5,Satisfied
288,Female,42,Returning,Personal,Economy Plus,802,74,74.0,4,5,1,5,1,4,3,5,Neutral or Dissatisfied
289,Male,51,Returning,Personal,Economy Plus,825,0,0.0,5,3,5,3,4,4,4,4,Neutral or Dissatisfied
290,Male,39,First-time,Business,Business,1250,0,0.0,4,1,2,4,1,1,1,4,Neutral or Dissatisfied
291,Male,54,Returning,Business,Business,2718,0,0.0,5,4,1,4,5,5,3,4,Satisfied
292,Female,21,First-time,Business,Economy,1250,14,0.0,3,3,3,5,1,1,1,4,Satisfied
293,Male,52,Returning,Business,Business,1517,43,17.0,1,3,4,2,3,2,5,2,Neutral or Dissatisfied
294,Male,17,Returning,Personal,Economy,1250,11,12.0,3,3,3,2,1,1,1,3,Neutral or Dissatisfied
295,Female,54,Returning,Personal,Economy,1250,123,120.0,3,2,2,4,2,3,3,4,Neutral or Dissatisfied
296,Female,47,Returning,Business,Business,2262,0,8.0,2,4,4,3,3,3,5,3,Neutral or Dissatisfied
297,Female,55,Returning,Business,Business,590,62,67.0,3,5,1,4,4,5,3,4,Satisfied
298,Male,52,First-time,Business,Business,590,5,0.0,3,3,5,4,5,5,5,4,Neutral or Dissatisfied
299,Male,41,Returning,Business,Business,590,45,50.0,5,5,2,5,4,3,3,5,Satisfied
300,Female,24,First-time,Business,Business,590,0,0.0,4,4,4,3,3,3,3,4,Satisfied
301,Male,40,Returning,Business,Business,821,18,19.0,5,5,2,3,4,4,5,3,Satisfied
302,Male,52,Returning,Business,Business,821,18,18.0,3,5,5,5,5,4,5,5,Satisfied
303,Male,51,Returning,Business,Business,3183,13,11.0,5,5,2,5,5,5,3,5,Satisfied
304,Female,43,Returning,Business,Business,1895,0,0.0,4,3,2,1,4,2,1,1,Neutral or Dissatisfied
305,Male,56,Returning,Business,Business,2204,55,49.0,5,4,1,4,5,4,4,4,Satisfied
306,Male,26,First-time,Business,Business,821,0,0.0,4,4,3,3,3,3,3,5,Satisfied
307,Female,31,Returning,Business,Business,2146,0,15.0,3,4,5,5,5,5,5,4,Satisfied
308,Female,56,Returning,Business,Business,853,0,0.0,4,5,3,4,5,3,4,4,Satisfied
309,Male,53,Returning,Business,Business,853,0,0.0,5,4,2,4,5,4,4,4,Satisfied
310,Female,60,Returning,Business,Business,2180,0,12.0,5,4,1,3,4,4,5,3,Satisfied
311,Male,26,First-time,Business,Business,821,10,5.0,5,2,3,4,4,4,4,4,Neutral or Dissatisfied
312,Male,22,Returning,Business,Business,3206,41,133.0,5,5,2,2,5,5,5,4,Satisfied
313,Male,30,First-time,Business,Business,821,25,36.0,4,4,1,5,4,3,3,5,Neutral or Dissatisfied
314,Female,59,Returning,Business,Business,2160,0,9.0,3,4,2,4,4,5,2,4,Satisfied
315,Female,25,Returning,Business,Business,3380,2,3.0,4,5,1,3,5,5,5,5,Satisfied
316,Female,44,Returning,Business,Business,821,0,0.0,3,4,1,5,4,3,2,5,Satisfied
317,Female,25,First-time,Business,Business,821,0,0.0,4,5,3,3,5,5,5,5,Satisfied
318,Female,29,First-time,Business,Business,853,0,10.0,3,2,3,2,1,1,1,3,Neutral or Dissatisfied
319,Female,60,Returning,Business,Business,821,2,0.0,1,3,1,2,4,3,1,2,Neutral or Dissatisfied
320,Female,21,First-time,Business,Business,853,0,0.0,1,3,3,2,3,3,3,3,Neutral or Dissatisfied
321,Male,42,Returning,Business,Business,3109,0,8.0,1,3,1,2,4,3,2,2,Neutral or Dissatisfied
322,Male,49,Returning,Business,Business,821,0,7.0,4,2,3,2,3,2,1,2,Neutral or Dissatisfied
323,Male,59,Returning,Business,Business,3674,0,0.0,3,5,2,4,5,4,2,4,Satisfied
324,Male,21,First-time,Business,Business,821,0,3.0,4,4,2,5,5,5,5,4,Satisfied
325,Female,25,First-time,Business,Business,821,19,3.0,4,3,3,2,2,2,2,4,Neutral or Dissatisfied
326,Female,31,Returning,Business,Business,3845,0,0.0,4,5,1,5,5,5,5,4,Satisfied
327,Female,39,Returning,Business,Business,821,12,32.0,1,4,3,1,4,3,1,1,Neutral or Dissatisfied
328,Male,56,Returning,Business,Business,3344,16,4.0,5,5,2,4,5,3,2,4,Satisfied
329,Male,47,Returning,Business,Business,3954,9,0.0,2,3,3,1,3,3,1,1,Neutral or Dissatisfied
330,Male,46,Returning,Business,Business,3293,0,5.0,1,4,4,2,3,3,2,2,Neutral or Dissatisfied
331,Male,51,Returning,Business,Business,821,0,9.0,4,3,4,3,3,2,4,3,Neutral or Dissatisfied
332,Male,44,Returning,Business,Economy,453,0,0.0,5,4,1,2,4,4,4,3,Satisfied
333,Female,37,First-time,Business,Economy,421,5,15.0,1,5,3,5,2,2,2,1,Satisfied
334,Male,26,First-time,Business,Economy,421,0,0.0,1,3,2,4,1,1,1,1,Neutral or Dissatisfied
335,Female,56,Returning,Business,Business,421,10,0.0,4,3,3,1,3,1,5,1,Neutral or Dissatisfied
336,Female,40,Returning,Business,Economy,421,0,0.0,4,4,4,1,4,4,4,4,Neutral or Dissatisfied
337,Male,37,Returning,Personal,Economy,821,0,0.0,3,2,1,4,5,5,5,4,Neutral or Dissatisfied
338,Female,57,Returning,Personal,Economy,853,0,9.0,4,4,3,4,4,3,3,4,Neutral or Dissatisfied
339,Female,22,Returning,Personal,Economy,853,0,0.0,4,3,2,2,2,2,2,2,Neutral or Dissatisfied
340,Male,16,Returning,Personal,Economy,853,0,0.0,5,3,1,5,2,2,2,4,Neutral or Dissatisfied
341,Female,35,Returning,Personal,Economy,821,0,6.0,3,1,3,4,2,3,3,5,Neutral or Dissatisfied
342,Male,27,Returning,Personal,Economy,821,0,12.0,5,2,2,3,3,3,3,5,Neutral or Dissatisfied
343,Female,58,Returning,Personal,Economy,821,0,0.0,2,4,4,4,3,4,2,4,Neutral or Dissatisfied
344,Male,8,Returning,Personal,Economy,821,18,13.0,4,2,4,2,1,1,1,4,Neutral or Dissatisfied
345,Male,9,Returning,Personal,Economy,853,23,17.0,3,1,2,4,4,2,2,3,Neutral or Dissatisfied
346,Male,68,Returning,Personal,Economy,853,27,36.0,3,1,4,1,4,4,4,3,Neutral or Dissatisfied
347,Female,30,Returning,Personal,Economy,821,9,8.0,4,3,5,4,5,5,5,2,Neutral or Dissatisfied
348,Male,56,Returning,Personal,Economy,853,0,0.0,3,3,1,3,1,1,1,5,Neutral or Dissatisfied
349,Female,33,Returning,Personal,Economy,821,0,0.0,3,4,4,4,4,4,4,3,Neutral or Dissatisfied
350,Female,25,Returning,Business,Business,853,0,12.0,4,4,5,5,4,4,4,5,Satisfied
351,Male,57,Returning,Business,Business,821,31,30.0,1,4,2,2,3,2,3,2,Neutral or Dissatisfied
352,Female,7,Returning,Personal,Economy Plus,853,0,0.0,4,1,2,3,5,5,5,5,Neutral or Dissatisfied
353,Female,37,Returning,Personal,Economy Plus,821,0,15.0,2,3,3,3,4,5,5,1,Neutral or Dissatisfied
354,Female,51,Returning,Personal,Economy Plus,821,23,10.0,5,5,4,2,4,4,2,2,Neutral or Dissatisfied
355,Male,16,Returning,Personal,Economy Plus,821,0,0.0,3,2,3,4,5,5,5,2,Neutral or Dissatisfied
356,Male,50,Returning,Business,Business,102,23,24.0,4,5,4,4,4,5,2,5,Satisfied
357,Female,43,Returning,Business,Business,102,0,0.0,4,4,2,5,5,4,4,5,Satisfied
358,Female,39,First-time,Business,Business,247,42,96.0,5,2,4,4,5,5,5,4,Neutral or Dissatisfied
359,Male,55,Returning,Business,Business,3431,0,0.0,4,5,5,5,4,4,3,5,Satisfied
360,Male,27,First-time,Business,Business,113,0,0.0,4,4,5,3,2,5,5,5,Neutral or Dissatisfied
361,Male,40,Returning,Business,Business,229,0,0.0,5,4,5,5,5,4,5,5,Satisfied
362,Male,24,First-time,Business,Economy,134,14,14.0,4,5,3,5,5,5,5,4,Satisfied
363,Female,39,Returning,Business,Business,1869,0,0.0,3,4,2,5,4,3,5,5,Satisfied
364,Female,33,First-time,Business,Business,113,0,0.0,3,3,5,4,5,5,5,5,Neutral or Dissatisfied
365,Female,42,Returning,Business,Business,1924,13,7.0,5,5,2,4,4,4,5,4,Satisfied
366,Female,35,Returning,Business,Business,164,33,29.0,5,4,5,5,5,5,2,5,Satisfied
367,Male,26,First-time,Business,Business,102,0,0.0,5,0,1,3,4,4,4,5,Satisfied
368,Female,46,Returning,Business,Business,354,43,43.0,3,5,3,1,4,3,4,1,Satisfied
369,Female,53,Returning,Business,Business,2366,0,0.0,5,4,2,4,4,3,4,4,Satisfied
370,Male,49,Returning,Business,Business,3770,0,0.0,5,5,1,5,4,4,4,4,Satisfied
371,Male,50,Returning,Business,Business,482,0,3.0,5,5,4,4,5,5,3,4,Satisfied
372,Male,50,Returning,Business,Business,3579,25,22.0,5,4,1,4,4,5,4,4,Satisfied
373,Male,43,Returning,Business,Business,2169,0,0.0,4,5,3,5,4,3,5,5,Satisfied
374,Female,39,Returning,Business,Business,2895,27,30.0,5,4,3,5,5,3,4,5,Satisfied
375,Male,53,Returning,Business,Business,2235,0,3.0,4,4,3,4,5,5,5,4,Satisfied
376,Male,54,Returning,Business,Business,270,44,26.0,4,4,4,4,4,4,3,4,Satisfied
377,Female,54,Returning,Business,Business,3628,14,6.0,3,5,4,4,5,3,3,4,Satisfied
378,Male,41,First-time,Business,Business,309,0,0.0,4,5,4,5,5,5,5,5,Satisfied
379,Female,42,Returning,Business,Business,247,0,0.0,3,4,3,5,5,3,4,5,Satisfied
380,Male,45,Returning,Business,Business,1507,0,0.0,4,5,4,5,4,3,4,5,Satisfied
381,Female,56,Returning,Business,Business,102,34,31.0,4,4,5,4,4,4,3,4,Satisfied
382,Female,46,Returning,Business,Business,1987,70,66.0,5,4,3,4,4,3,3,4,Satisfied
383,Female,58,Returning,Business,Business,3442,13,16.0,4,5,4,5,5,3,5,4,Satisfied
384,Male,43,Returning,Business,Business,102,0,0.0,5,5,1,5,4,5,5,4,Satisfied
385,Female,45,Returning,Business,Business,229,0,0.0,3,4,4,2,4,3,4,2,Satisfied
386,Female,58,Returning,Business,Business,2759,59,51.0,3,5,2,4,4,4,2,4,Satisfied
387,Female,54,Returning,Business,Business,2722,0,0.0,4,5,4,4,4,5,3,4,Satisfied
388,Male,69,Returning,Business,Business,2848,0,0.0,3,4,3,4,4,3,3,4,Satisfied
389,Female,27,First-time,Business,Business,102,0,0.0,3,2,3,5,1,1,1,5,Neutral or Dissatisfied
390,Male,58,Returning,Business,Business,3432,0,0.0,4,5,4,4,5,4,2,4,Satisfied
391,Female,52,Returning,Business,Business,1954,0,0.0,5,5,3,5,5,3,3,5,Satisfied
392,Male,52,Returning,Business,Business,1938,0,31.0,4,5,5,4,5,3,3,4,Satisfied
393,Male,49,Returning,Business,Business,134,0,0.0,3,4,4,4,5,5,2,5,Satisfied
394,Female,35,Returning,Business,Business,140,3,5.0,4,4,1,3,4,5,2,4,Satisfied
395,Female,54,Returning,Business,Business,3325,0,0.0,4,5,5,5,5,5,4,5,Satisfied
396,Male,35,Returning,Business,Business,3838,0,3.0,2,4,1,3,3,3,1,3,Neutral or Dissatisfied
397,Female,26,First-time,Business,Business,158,0,1.0,1,2,4,3,3,3,3,4,Neutral or Dissatisfied
398,Male,52,Returning,Business,Business,134,0,0.0,4,4,4,4,5,4,2,4,Satisfied
399,Male,38,First-time,Business,Business,164,0,0.0,5,4,3,4,2,1,1,5,Satisfied
400,Male,23,First-time,Business,Economy,134,0,0.0,3,1,1,3,4,5,5,5,Satisfied
401,Female,36,Returning,Business,Business,1818,0,4.0,5,4,4,5,4,5,2,5,Satisfied
402,Male,42,Returning,Business,Business,3824,0,0.0,5,4,5,4,4,3,4,4,Satisfied
403,Female,39,Returning,Business,Business,1661,0,0.0,3,5,3,4,4,4,5,4,Satisfied
404,Male,39,Returning,Business,Business,102,0,0.0,1,3,4,2,3,2,2,4,Neutral or Dissatisfied
405,Male,59,Returning,Business,Business,309,48,55.0,2,2,2,3,2,4,3,3,Neutral or Dissatisfied
406,Male,36,First-time,Business,Business,134,0,0.0,4,1,1,4,4,4,4,5,Neutral or Dissatisfied
407,Female,32,Returning,Business,Business,164,0,0.0,4,1,4,1,2,1,1,4,Neutral or Dissatisfied
408,Female,47,Returning,Business,Business,3169,0,0.0,2,2,5,2,2,1,1,2,Neutral or Dissatisfied
409,Male,48,Returning,Business,Business,229,39,45.0,2,3,5,1,4,2,4,1,Neutral or Dissatisfied
410,Male,57,Returning,Business,Business,3687,0,0.0,4,4,1,2,4,1,1,2,Neutral or Dissatisfied
411,Female,49,Returning,Business,Business,2739,1,0.0,5,4,3,4,5,4,2,2,Satisfied
412,Male,58,Returning,Business,Business,158,0,0.0,3,4,2,1,4,2,2,2,Neutral or Dissatisfied
413,Male,53,Returning,Business,Business,1822,0,0.0,3,2,4,1,3,3,1,2,Neutral or Dissatisfied
414,Male,51,Returning,Business,Business,3458,0,2.0,5,5,1,2,5,3,2,2,Satisfied
415,Female,38,First-time,Business,Business,229,0,0.0,1,4,3,1,5,2,2,4,Neutral or Dissatisfied
416,Female,44,Returning,Business,Business,3915,0,0.0,3,3,2,4,2,4,5,1,Neutral or Dissatisfied
417,Female,36,Returning,Business,Business,2474,0,0.0,5,5,1,5,4,5,3,4,Satisfied
418,Female,48,Returning,Business,Business,270,0,5.0,5,5,5,5,5,4,4,5,Satisfied
419,Male,58,Returning,Business,Business,309,0,1.0,3,4,5,4,4,4,4,4,Satisfied
420,Male,36,Returning,Business,Business,140,88,85.0,1,3,2,1,4,2,2,3,Neutral or Dissatisfied
421,Female,25,First-time,Business,Business,312,0,0.0,4,4,4,3,4,4,4,4,Neutral or Dissatisfied
422,Male,42,Returning,Business,Business,3957,7,50.0,4,5,4,5,5,4,4,5,Satisfied
423,Female,30,First-time,Business,Business,270,0,0.0,5,2,1,5,2,2,2,5,Neutral or Dissatisfied
424,Female,51,Returning,Business,Business,3873,2,0.0,4,5,4,4,4,3,4,4,Satisfied
425,Male,59,Returning,Business,Business,3800,0,0.0,5,4,3,1,4,5,5,1,Satisfied
426,Female,39,Returning,Business,Business,1770,0,2.0,1,3,1,4,4,4,1,4,Neutral or Dissatisfied
427,Female,35,First-time,Business,Business,113,0,0.0,1,1,4,2,3,3,3,4,Neutral or Dissatisfied
428,Female,40,Returning,Business,Business,1654,0,0.0,3,4,3,1,4,4,3,4,Neutral or Dissatisfied
429,Female,52,Returning,Personal,Business,309,6,16.0,3,5,5,2,4,4,2,2,Neutral or Dissatisfied
430,Female,24,Returning,Personal,Business,140,74,76.0,1,3,3,1,2,2,2,1,Neutral or Dissatisfied
431,Male,47,Returning,Personal,Business,102,0,0.0,4,4,3,1,4,4,5,1,Neutral or Dissatisfied
432,Female,46,Returning,Personal,Business,247,0,0.0,4,4,3,1,5,4,3,1,Neutral or Dissatisfied
433,Male,63,Returning,Personal,Business,102,0,0.0,1,3,3,2,5,4,3,2,Neutral or Dissatisfied
434,Female,27,Returning,Personal,Business,158,24,23.0,4,3,5,3,3,3,3,5,Neutral or Dissatisfied
435,Male,53,Returning,Personal,Business,134,80,71.0,4,3,3,2,3,3,5,2,Neutral or Dissatisfied
436,Female,60,Returning,Personal,Business,396,0,0.0,5,5,3,2,1,2,3,3,Neutral or Dissatisfied
437,Male,46,Returning,Personal,Business,134,0,0.0,3,5,2,5,5,5,4,5,Neutral or Dissatisfied
438,Female,63,Returning,Personal,Business,282,0,0.0,5,5,2,1,3,1,5,1,Neutral or Dissatisfied
439,Female,57,Returning,Personal,Business,134,6,7.0,4,3,2,2,5,4,3,4,Neutral or Dissatisfied
440,Female,66,Returning,Personal,Business,396,0,0.0,3,5,4,1,5,3,4,1,Neutral or Dissatisfied
441,Male,31,Returning,Personal,Business,229,0,0.0,4,5,4,3,5,5,5,4,Satisfied
442,Female,14,Returning,Personal,Business,309,0,0.0,1,3,4,3,5,5,5,2,Neutral or Dissatisfied
443,Male,35,Returning,Personal,Business,247,0,0.0,5,4,2,3,4,5,4,3,Neutral or Dissatisfied
444,Male,48,Returning,Personal,Business,247,27,32.0,4,5,1,3,4,4,3,3,Satisfied
445,Female,41,Returning,Business,Business,3060,0,0.0,4,4,4,5,5,4,4,5,Satisfied
446,Male,46,Returning,Business,Business,2978,0,0.0,3,4,2,3,4,4,3,3,Satisfied
447,Female,51,Returning,Business,Business,354,7,8.0,5,5,1,5,5,5,5,5,Satisfied
448,Male,48,Returning,Business,Business,2607,0,0.0,3,4,4,5,5,5,5,5,Satisfied
449,Male,42,First-time,Business,Business,282,0,0.0,5,4,3,5,3,3,3,5,Neutral or Dissatisfied
450,Female,32,Returning,Business,Business,1804,0,0.0,3,5,2,5,4,5,5,4,Satisfied
451,Female,27,First-time,Business,Business,158,0,0.0,3,5,3,5,4,4,4,5,Satisfied
452,Female,39,Returning,Business,Business,3409,0,0.0,4,5,4,1,5,3,4,1,Satisfied
453,Male,55,Returning,Business,Business,134,0,0.0,3,4,4,4,4,4,2,4,Satisfied
454,Male,59,Returning,Business,Business,312,26,18.0,3,4,1,5,4,5,2,5,Satisfied
455,Male,47,Returning,Business,Business,3145,51,34.0,4,5,5,5,5,3,4,5,Satisfied
456,Female,34,Returning,Business,Business,3310,1,1.0,4,5,5,5,5,3,2,5,Satisfied
457,Female,48,Returning,Business,Business,3945,0,18.0,5,4,5,5,4,5,3,5,Satisfied
458,Male,43,Returning,Business,Business,113,0,0.0,4,4,5,5,4,4,5,4,Satisfied
459,Male,59,Returning,Business,Business,134,0,10.0,3,4,1,4,4,5,2,5,Satisfied
460,Female,38,Returning,Business,Business,1911,0,0.0,4,5,1,1,5,5,3,2,Satisfied
461,Male,41,Returning,Business,Business,2227,0,0.0,4,5,3,4,5,4,5,4,Satisfied
462,Female,53,Returning,Business,Business,102,0,1.0,4,5,1,4,5,3,2,4,Satisfied
463,Female,44,Returning,Business,Business,2500,22,12.0,5,4,1,5,4,3,3,5,Satisfied
464,Female,26,Returning,Business,Business,229,0,0.0,4,4,5,4,4,4,4,5,Satisfied
465,Female,30,Returning,Business,Business,396,0,0.0,4,4,1,4,5,5,5,4,Satisfied
466,Female,48,Returning,Business,Business,102,0,0.0,5,4,3,4,4,3,5,4,Satisfied
467,Female,47,Returning,Business,Business,3730,0,0.0,5,4,5,4,5,5,4,4,Satisfied
468,Female,51,Returning,Business,Business,1568,0,0.0,5,5,5,4,4,5,3,5,Satisfied
469,Male,48,Returning,Business,Business,3617,0,15.0,5,5,4,3,5,4,2,3,Satisfied
470,Male,43,Returning,Business,Business,1634,0,0.0,4,5,3,5,4,4,5,4,Satisfied
471,Female,56,Returning,Business,Business,89,0,0.0,4,5,1,4,5,4,4,4,Satisfied
472,Male,40,First-time,Business,Business,113,22,20.0,4,1,4,5,3,3,3,5,Neutral or Dissatisfied
473,Male,57,Returning,Business,Business,1760,0,0.0,5,5,4,2,5,5,3,2,Satisfied
474,Female,39,Returning,Business,Business,1681,0,0.0,4,4,4,5,5,5,5,5,Satisfied
475,Female,59,Returning,Business,Business,3517,0,0.0,3,5,1,5,5,4,5,5,Satisfied
476,Female,62,Returning,Business,Business,3490,22,19.0,5,4,3,4,5,3,2,5,Satisfied
477,Male,57,Returning,Business,Business,1595,63,73.0,4,5,3,5,5,5,3,5,Satisfied
478,Female,43,Returning,Business,Business,89,0,0.0,4,5,4,4,4,5,3,5,Satisfied
479,Male,28,First-time,Business,Business,309,0,11.0,3,4,1,5,1,1,1,4,Neutral or Dissatisfied
480,Female,37,First-time,Business,Business,164,0,0.0,3,4,4,4,1,1,1,5,Satisfied
481,Male,55,Returning,Business,Business,134,0,0.0,4,5,1,4,5,4,4,4,Satisfied
482,Female,30,Returning,Business,Business,482,0,0.0,4,5,1,3,5,5,5,4,Satisfied
483,Female,34,Returning,Business,Business,2553,0,0.0,4,5,5,5,5,3,3,4,Satisfied
484,Male,45,Returning,Business,Business,1528,5,1.0,3,4,3,3,4,5,2,3,Satisfied
485,Male,39,Returning,Business,Business,2540,14,11.0,4,4,5,4,5,4,5,4,Satisfied
486,Male,48,Returning,Business,Business,354,15,23.0,3,4,1,4,5,5,3,4,Satisfied
487,Male,23,First-time,Business,Business,158,0,0.0,3,0,2,4,2,2,2,4,Satisfied
488,Male,48,Returning,Business,Business,89,19,16.0,4,4,4,4,5,5,4,4,Satisfied
489,Male,20,First-time,Business,Economy,164,0,1.0,4,2,3,3,2,2,2,4,Neutral or Dissatisfied
490,Female,51,Returning,Business,Business,2752,0,2.0,3,5,1,4,4,4,4,4,Satisfied
491,Female,57,Returning,Business,Business,229,0,0.0,4,4,3,5,5,3,2,5,Satisfied
492,Male,57,Returning,Business,Business,2884,3,21.0,3,5,1,4,4,4,3,4,Satisfied
493,Male,59,Returning,Business,Business,134,0,0.0,4,4,3,3,5,4,2,3,Satisfied
494,Female,32,First-time,Business,Business,309,0,0.0,5,3,1,5,4,4,4,5,Neutral or Dissatisfied
495,Female,59,Returning,Business,Business,3621,0,4.0,4,4,4,4,4,3,5,4,Satisfied
496,Female,34,Returning,Business,Business,3008,0,0.0,5,5,5,5,5,5,3,5,Satisfied
497,Female,41,Returning,Business,Business,164,9,0.0,5,5,1,4,5,3,2,5,Satisfied
498,Female,49,Returning,Business,Business,3603,0,0.0,3,5,5,4,5,3,3,5,Satisfied
499,Female,57,Returning,Business,Business,2541,0,0.0,3,4,2,5,5,3,3,5,Satisfied
500,Male,48,Returning,Business,Business,2469,0,0.0,5,5,2,4,4,5,4,4,Satisfied
501,Female,38,Returning,Business,Business,354,16,3.0,4,5,1,4,4,4,2,4,Satisfied
502,Male,41,Returning,Business,Business,1549,37,32.0,4,4,1,1,4,3,4,1,Satisfied
503,Male,38,Returning,Business,Business,3598,0,4.0,4,4,4,5,4,3,5,4,Satisfied
504,Male,39,Returning,Business,Business,2068,0,0.0,4,4,1,4,4,3,4,4,Satisfied
505,Male,52,Returning,Business,Business,164,20,9.0,4,5,4,2,5,5,2,2,Satisfied
506,Male,50,Returning,Business,Business,3003,0,0.0,3,5,2,3,5,4,5,3,Satisfied
507,Female,36,Returning,Business,Business,1709,0,0.0,5,4,2,5,4,3,5,5,Satisfied
508,Female,38,Returning,Business,Business,3690,0,0.0,3,4,4,4,4,3,4,5,Satisfied
509,Female,57,Returning,Business,Business,2241,0,0.0,3,4,1,4,5,3,4,4,Satisfied
510,Female,52,Returning,Business,Business,354,0,0.0,3,5,1,4,4,3,2,4,Satisfied
511,Female,40,Returning,Business,Business,134,0,0.0,3,5,3,5,4,3,3,4,Satisfied
512,Male,36,First-time,Business,Business,247,15,32.0,4,2,2,3,4,4,4,5,Neutral or Dissatisfied
513,Male,56,Returning,Business,Business,140,0,0.0,3,5,3,4,5,3,4,4,Satisfied
514,Male,41,Returning,Business,Business,134,0,0.0,4,4,5,3,4,4,2,5,Satisfied
515,Male,21,First-time,Business,Business,89,0,0.0,5,5,1,4,3,3,3,5,Satisfied
516,Male,57,Returning,Business,Business,247,0,0.0,3,5,5,3,5,4,4,3,Satisfied
517,Male,50,Returning,Business,Business,1935,0,0.0,3,5,4,4,4,5,5,4,Satisfied
518,Female,15,First-time,Business,Economy,247,0,0.0,5,2,3,5,4,4,4,5,Neutral or Dissatisfied
519,Female,34,Returning,Business,Business,396,0,0.0,3,5,2,5,4,4,5,5,Satisfied
520,Female,50,Returning,Business,Business,2938,0,4.0,4,4,1,5,5,4,5,5,Satisfied
521,Female,59,First-time,Business,Business,158,0,0.0,3,2,1,5,1,1,1,5,Neutral or Dissatisfied
522,Female,39,Returning,Business,Business,158,0,18.0,4,4,1,4,5,5,4,5,Satisfied
523,Female,48,Returning,Business,Business,3418,0,1.0,5,4,3,3,5,3,4,4,Satisfied
524,Female,50,Returning,Business,Business,3425,3,0.0,3,5,4,5,4,4,3,5,Satisfied
525,Female,30,Returning,Business,Business,134,61,58.0,5,4,2,5,5,4,4,5,Satisfied
526,Female,55,Returning,Business,Business,1827,0,0.0,3,4,5,4,5,5,5,4,Satisfied
527,Male,38,First-time,Business,Business,134,6,1.0,3,4,1,3,2,2,2,4,Neutral or Dissatisfied
528,Female,49,Returning,Business,Business,134,0,0.0,3,4,3,5,5,4,4,4,Satisfied
529,Male,54,Returning,Business,Business,2526,0,0.0,4,5,5,4,4,4,4,4,Satisfied
530,Female,54,Returning,Business,Business,1665,0,0.0,4,5,4,1,5,4,3,1,Satisfied
